city,area,num,owner,provice,post,type
重庆,023,1362761,中国移动,重庆,400000,"GSM
"
重庆,023,1362762,中国移动,重庆,400000,"GSM
"
重庆,023,1362763,中国移动,重庆,400000,"GSM
"
重庆,023,1362764,中国移动,重庆,400000,"GSM
"
重庆,023,1362765,中国移动,重庆,400000,"GSM
"
重庆,023,1362766,中国移动,重庆,400000,"GSM
"
重庆,023,1362767,中国移动,重庆,400000,"GSM
"
,,,,,,
上海,021,1362160,中国移动,上海,200000,"GSM
"
上海,021,1362161,中国移动,上海,200000,"GSM
"
上海,021,1362162,中国移动,上海,200000,"GSM
"
上海,021,1362163,中国移动,上海,200000,"GSM
"
上海,021,1362164,中国移动,上海,200000,"GSM
"
上海,021,1362165,中国移动,上海,200000,"GSM
"
上海,021,1362166,中国移动,上海,200000,"GSM
"
上海,021,1362167,中国移动,上海,200000,"GSM
"
上海,021,1362168,中国移动,上海,200000,"GSM
"
忻州,0350,1362340,中国移动,山西,34000,"GSM
"
太原,0351,1362341,中国移动,山西,30000,"GSM
"
大同,0352,1362342,中国移动,山西,37000,"GSM
"
临汾,0357,1362343,中国移动,山西,41000,"GSM
"
运城,0359,1362344,中国移动,山西,44000,"GSM
"
太原,0351,1362345,中国移动,山西,30000,"GSM
"
太原,0351,1362346,中国移动,山西,30000,"GSM
"
太原,0351,1362347,中国移动,山西,30000,"GSM
"
朔州,0349,1362348,中国移动,山西,36000,"GSM
"
朔州,0349,1362349,中国移动,山西,36000,"GSM
"
清远,0763,1362056,中国移动,广东,511500,"GSM
"
清远,0763,1362057,中国移动,广东,511500,"GSM
"
清远,0763,1362058,中国移动,广东,511500,"GSM
"
清远,0763,1362059,中国移动,广东,511500,"GSM
"
佛山,0757,1362080,中国移动,广东,528000,"GSM
"
佛山,0757,1362081,中国移动,广东,528000,"GSM
"
佛山,0757,1362082,中国移动,广东,528000,"GSM
"
佛山,0757,1362083,中国移动,广东,528000,"GSM
"
佛山,0757,1362084,中国移动,广东,528000,"GSM
"
佛山,0757,1362085,中国移动,广东,528000,"GSM
"
泸州,0830,1362904,中国移动,四川,646000,"GSM
"
南充,0817,1362905,中国移动,四川,637000,"GSM
"
达州,0818,1362906,中国移动,四川,635000,"GSM
"
巴中,0827,1362907,中国移动,四川,636600,"GSM
"
遂宁,0825,1362908,中国移动,四川,629000,"GSM
"
广安,0826,1362909,中国移动,四川,638500,"GSM
"
,,,,,,
北京,010,1362100,中国移动,北京,100000,"GSM
"
北京,010,1362101,中国移动,北京,100000,"GSM
"
北京,010,1362102,中国移动,北京,100000,"GSM
"
北京,010,1362103,中国移动,北京,100000,"GSM
"
北京,010,1362104,中国移动,北京,100000,"GSM
"
北京,010,1362105,中国移动,北京,100000,"GSM
"
北京,010,1362106,中国移动,北京,100000,"GSM
"
昆明,0871,1362945,中国移动,云南,650000,"GSM
"
昆明,0871,1362946,中国移动,云南,650000,"GSM
"
昆明,0871,1362947,中国移动,云南,650000,"GSM
"
昆明,0871,1362948,中国移动,云南,650000,"GSM
"
昆明,0871,1362949,中国移动,云南,650000,"GSM
"
昆明,0871,1362960,中国移动,云南,650000,"GSM
"
昆明,0871,1362961,中国移动,云南,650000,"GSM
"
昆明,0871,1362962,中国移动,云南,650000,"GSM
"
昆明,0871,1362963,中国移动,云南,650000,"GSM
"
昆明,0871,1362964,中国移动,云南,650000,"GSM
"
昆明,0871,1362965,中国移动,云南,650000,"GSM
"
重庆,023,1362768,中国移动,重庆,400000,"GSM
"
重庆,023,1362769,中国移动,重庆,400000,"GSM
"
万州,023,1362820,中国移动,重庆,400000,"GSM
"
万州,023,1362821,中国移动,重庆,400000,"GSM
"
万州,023,1362822,中国移动,重庆,400000,"GSM
"
上海,021,1362169,中国移动,上海,200000,"GSM
"
上海,021,1362170,中国移动,上海,200000,"GSM
"
上海,021,1362171,中国移动,上海,200000,"GSM
"
上海,021,1362172,中国移动,上海,200000,"GSM
"
上海,021,1362173,中国移动,上海,200000,"GSM
"
上海,021,1362174,中国移动,上海,200000,"GSM
"
上海,021,1362175,中国移动,上海,200000,"GSM
"
上海,021,1362176,中国移动,上海,200000,"GSM
"
上海,021,1362177,中国移动,上海,200000,"GSM
"
上海,021,1362178,中国移动,上海,200000,"GSM
"
上海,021,1362179,中国移动,上海,200000,"GSM
"
上海,021,1362180,中国移动,上海,200000,"GSM
"
忻州,0350,1362350,中国移动,山西,34000,"GSM
"
太原,0351,1362351,中国移动,山西,30000,"GSM
"
大同,0352,1362352,中国移动,山西,37000,"GSM
"
阳泉,0353,1362353,中国移动,山西,45000,"GSM
"
晋中,0354,1362354,中国移动,山西,30600,"GSM
"
长治,0355,1362355,中国移动,山西,46000,"GSM
"
晋城,0356,1362356,中国移动,山西,48000,"GSM
"
临汾,0357,1362357,中国移动,山西,41000,"GSM
"
吕梁,0358,1362358,中国移动,山西,33000,"GSM
"
运城,0359,1362359,中国移动,山西,44000,"GSM
"
太原,0351,1362360,中国移动,山西,30000,"GSM
"
太原,0351,1362361,中国移动,山西,30000,"GSM
"
佛山,0757,1362086,中国移动,广东,528000,"GSM
"
佛山,0757,1362087,中国移动,广东,528000,"GSM
"
佛山,0757,1362088,中国移动,广东,528000,"GSM
"
佛山,0757,1362089,中国移动,广东,528000,"GSM
"
深圳,0755,1362090,中国移动,广东,518000,"GSM
"
深圳,0755,1362091,中国移动,广东,518000,"GSM
"
深圳,0755,1362092,中国移动,广东,518000,"GSM
"
深圳,0755,1362093,中国移动,广东,518000,"GSM
"
深圳,0755,1362094,中国移动,广东,518000,"GSM
"
深圳,0755,1362095,中国移动,广东,518000,"GSM
"
北京,010,1362107,中国移动,北京,100000,"GSM
"
北京,010,1362108,中国移动,北京,100000,"GSM
"
北京,010,1362109,中国移动,北京,100000,"GSM
"
北京,010,1362110,中国移动,北京,100000,"GSM
"
北京,010,1362111,中国移动,北京,100000,"GSM
"
北京,010,1362112,中国移动,北京,100000,"GSM
"
北京,010,1362113,中国移动,北京,100000,"GSM
"
北京,010,1362114,中国移动,北京,100000,"GSM
"
北京,010,1362115,中国移动,北京,100000,"GSM
"
北京,010,1362116,中国移动,北京,100000,"GSM
"
北京,010,1362117,中国移动,北京,100000,"GSM
"
昆明,0871,1362966,中国移动,云南,650000,"GSM
"
昆明,0871,1362967,中国移动,云南,650000,"GSM
"
昆明,0871,1362968,中国移动,云南,650000,"GSM
"
昆明,0871,1362969,中国移动,云南,650000,"GSM
"
万州,023,1362823,中国移动,重庆,400000,"GSM
"
涪陵,023,1362824,中国移动,重庆,400000,"GSM
"
涪陵,023,1362825,中国移动,重庆,400000,"GSM
"
涪陵,023,1362826,中国移动,重庆,400000,"GSM
"
涪陵,023,1362827,中国移动,重庆,400000,"GSM
"
黔江,023,1362828,中国移动,重庆,400000,"GSM
"
黔江,023,1362829,中国移动,重庆,400000,"GSM
"
重庆,023,1362830,中国移动,重庆,400000,"GSM
"
重庆,023,1362831,中国移动,重庆,400000,"GSM
"
重庆,023,1362832,中国移动,重庆,400000,"GSM
"
重庆,023,1362833,中国移动,重庆,400000,"GSM
"
上海,021,1362181,中国移动,上海,200000,"GSM
"
上海,021,1362182,中国移动,上海,200000,"GSM
"
上海,021,1362183,中国移动,上海,200000,"GSM
"
上海,021,1362184,中国移动,上海,200000,"GSM
"
上海,021,1362185,中国移动,上海,200000,"GSM
"
上海,021,1362186,中国移动,上海,200000,"GSM
"
上海,021,1362187,中国移动,上海,200000,"GSM
"
上海,021,1362188,中国移动,上海,200000,"GSM
"
上海,021,1362189,中国移动,上海,200000,"GSM
"
上海,021,1362190,中国移动,上海,200000,"GSM
"
上海,021,1362191,中国移动,上海,200000,"GSM
"
太原,0351,1362362,中国移动,山西,30000,"GSM
"
太原,0351,1362363,中国移动,山西,30000,"GSM
"
太原,0351,1362364,中国移动,山西,30000,"GSM
"
太原,0351,1362365,中国移动,山西,30000,"GSM
"
太原,0351,1362366,中国移动,山西,30000,"GSM
"
太原,0351,1362367,中国移动,山西,30000,"GSM
"
深圳,0755,1362096,中国移动,广东,518000,"GSM
"
深圳,0755,1362097,中国移动,广东,518000,"GSM
"
深圳,0755,1362098,中国移动,广东,518000,"GSM
"
深圳,0755,1362099,中国移动,广东,518000,"GSM
"
佛山,0757,1362140,中国移动,广东,528000,"GSM
"
佛山,0757,1362141,中国移动,广东,528000,"GSM
"
佛山,0757,1362142,中国移动,广东,528000,"GSM
"
佛山,0757,1362143,中国移动,广东,528000,"GSM
"
佛山,0757,1362144,中国移动,广东,528000,"GSM
"
佛山,0757,1362145,中国移动,广东,528000,"GSM
"
佛山,0757,1362146,中国移动,广东,528000,"GSM
"
北京,010,1362118,中国移动,北京,100000,"GSM
"
北京,010,1362119,中国移动,北京,100000,"GSM
"
北京,010,1362120,中国移动,北京,100000,"GSM
"
北京,010,1362121,中国移动,北京,100000,"GSM
"
北京,010,1362122,中国移动,北京,100000,"GSM
"
北京,010,1362123,中国移动,北京,100000,"GSM
"
重庆,023,1362834,中国移动,重庆,400000,"GSM
"
重庆,023,1362835,中国移动,重庆,400000,"GSM
"
重庆,023,1362836,中国移动,重庆,400000,"GSM
"
重庆,023,1362837,中国移动,重庆,400000,"GSM
"
重庆,023,1362838,中国移动,重庆,400000,"GSM
"
重庆,023,1362839,中国移动,重庆,400000,"GSM
"
万州,023,1362840,中国移动,重庆,400000,"GSM
"
万州,023,1362841,中国移动,重庆,400000,"GSM
"
万州,023,1362842,中国移动,重庆,400000,"GSM
"
万州,023,1362843,中国移动,重庆,400000,"GSM
"
重庆,023,1362844,中国移动,重庆,400000,"GSM
"
上海,021,1362192,中国移动,上海,200000,"GSM
"
上海,021,1362193,中国移动,上海,200000,"GSM
"
上海,021,1362194,中国移动,上海,200000,"GSM
"
上海,021,1362195,中国移动,上海,200000,"GSM
"
上海,021,1362196,中国移动,上海,200000,"GSM
"
上海,021,1362197,中国移动,上海,200000,"GSM
"
上海,021,1362198,中国移动,上海,200000,"GSM
"
上海,021,1362199,中国移动,上海,200000,"GSM
"
临汾,0357,1362368,中国移动,山西,41000,"GSM
"
吕梁,0358,1362369,中国移动,山西,33000,"GSM
"
佛山,0757,1362147,中国移动,广东,528000,"GSM
"
佛山,0757,1362148,中国移动,广东,528000,"GSM
"
佛山,0757,1362149,中国移动,广东,528000,"GSM
"
广州,020,1362220,中国移动,广东,510000,"GSM
"
广州,020,1362221,中国移动,广东,510000,"GSM
"
广州,020,1362222,中国移动,广东,510000,"GSM
"
广州,020,1362223,中国移动,广东,510000,"GSM
"
广州,020,1362224,中国移动,广东,510000,"GSM
"
广州,020,1362225,中国移动,广东,510000,"GSM
"
广州,020,1362226,中国移动,广东,510000,"GSM
"
北京,010,1362124,中国移动,北京,100000,"GSM
"
北京,010,1362125,中国移动,北京,100000,"GSM
"
北京,010,1362126,中国移动,北京,100000,"GSM
"
北京,010,1362127,中国移动,北京,100000,"GSM
"
北京,010,1362128,中国移动,北京,100000,"GSM
"
北京,010,1362129,中国移动,北京,100000,"GSM
"
北京,010,1362130,中国移动,北京,100000,"GSM
"
北京,010,1362131,中国移动,北京,100000,"GSM
"
北京,010,1362132,中国移动,北京,100000,"GSM
"
重庆,023,1362845,中国移动,重庆,400000,"GSM
"
重庆,023,1362846,中国移动,重庆,400000,"GSM
"
重庆,023,1362847,中国移动,重庆,400000,"GSM
"
重庆,023,1362848,中国移动,重庆,400000,"GSM
"
重庆,023,1362849,中国移动,重庆,400000,"GSM
"
广州,020,1362227,中国移动,广东,510000,"GSM
"
广州,020,1362228,中国移动,广东,510000,"GSM
"
广州,020,1362229,中国移动,广东,510000,"GSM
"
深圳,0755,1362230,中国移动,广东,518000,"GSM
"
深圳,0755,1362231,中国移动,广东,518000,"GSM
"
深圳,0755,1362232,中国移动,广东,518000,"GSM
"
深圳,0755,1362233,中国移动,广东,518000,"GSM
"
深圳,0755,1362234,中国移动,广东,518000,"GSM
"
深圳,0755,1362235,中国移动,广东,518000,"GSM
"
深圳,0755,1362236,中国移动,广东,518000,"GSM
"
北京,010,1362133,中国移动,北京,100000,"GSM
"
北京,010,1362134,中国移动,北京,100000,"GSM
"
北京,010,1362135,中国移动,北京,100000,"GSM
"
北京,010,1362136,中国移动,北京,100000,"GSM
"
北京,010,1362137,中国移动,北京,100000,"GSM
"
北京,010,1362138,中国移动,北京,100000,"GSM
"
重庆,023,1362970,中国移动,重庆,400000,"GSM
"
重庆,023,1362971,中国移动,重庆,400000,"GSM
"
重庆,023,1362972,中国移动,重庆,400000,"GSM
"
重庆,023,1362973,中国移动,重庆,400000,"GSM
"
重庆,023,1362974,中国移动,重庆,400000,"GSM
"
重庆,023,1362975,中国移动,重庆,400000,"GSM
"
重庆,023,1362976,中国移动,重庆,400000,"GSM
"
重庆,023,1362977,中国移动,重庆,400000,"GSM
"
重庆,023,1362978,中国移动,重庆,400000,"GSM
"
重庆,023,1362979,中国移动,重庆,400000,"GSM
"
深圳,0755,1362237,中国移动,广东,518000,"GSM
"
深圳,0755,1362238,中国移动,广东,518000,"GSM
"
深圳,0755,1362239,中国移动,广东,518000,"GSM
"
茂名,0668,1362240,中国移动,广东,525000,"GSM
"
阳江,0662,1362241,中国移动,广东,529500,"GSM
"
北京,010,1362139,中国移动,北京,100000,"GSM
"
汕尾,0660,1362242,中国移动,广东,516600,"GSM
"
清远,0763,1362243,中国移动,广东,511500,"GSM
"
云浮,0766,1362244,中国移动,广东,527300,"GSM
"
韶关,0751,1362245,中国移动,广东,521000,"GSM
"
云浮,0766,1362246,中国移动,广东,527300,"GSM
"
梅州,0753,1362247,中国移动,广东,514000,"GSM
"
河源,0762,1362248,中国移动,广东,517000,"GSM
"
河源,0762,1362249,中国移动,广东,517000,"GSM
"
佛山,0757,1362250,中国移动,广东,528000,"GSM
"
佛山,0757,1362251,中国移动,广东,528000,"GSM
"
佛山,0757,1362252,中国移动,广东,528000,"GSM
"
佛山,0757,1362253,中国移动,广东,528000,"GSM
"
珠海,0756,1362254,中国移动,广东,519000,"GSM
"
潮州,0768,1362255,中国移动,广东,521000,"GSM
"
江门,0750,1362256,中国移动,广东,529000,"GSM
"
江门,0750,1362257,中国移动,广东,529000,"GSM
"
汕头,0754,1362258,中国移动,广东,515000,"GSM
"
汕头,0754,1362259,中国移动,广东,515000,"GSM
"
东莞,0769,1362260,中国移动,广东,511700,"GSM
"
东莞,0769,1362261,中国移动,广东,511700,"GSM
"
东莞,0769,1362262,中国移动,广东,511700,"GSM
"
东莞,0769,1362263,中国移动,广东,511700,"GSM
"
东莞,0769,1362264,中国移动,广东,511700,"GSM
"
东莞,0769,1362265,中国移动,广东,511700,"GSM
"
东莞,0769,1362266,中国移动,广东,511700,"GSM
"
东莞,0769,1362267,中国移动,广东,511700,"GSM
"
东莞,0769,1362268,中国移动,广东,511700,"GSM
"
东莞,0769,1362269,中国移动,广东,511700,"GSM
"
中山,0760,1362270,中国移动,广东,528400,"GSM
"
佛山,0757,1362271,中国移动,广东,528000,"GSM
"
佛山,0757,1362272,中国移动,广东,528000,"GSM
"
揭阳,0663,1362273,中国移动,广东,522000,"GSM
"
广州,020,1362274,中国移动,广东,510000,"GSM
"
广州,020,1362275,中国移动,广东,510000,"GSM
"
广州,020,1362276,中国移动,广东,510000,"GSM
"
肇庆,0758,1362277,中国移动,广东,526000,"GSM
"
惠州,0752,1362278,中国移动,广东,516000,"GSM
"
惠州,0752,1362279,中国移动,广东,516000,"GSM
"
广州,020,1362280,中国移动,广东,510000,"GSM
"
广州,020,1362281,中国移动,广东,510000,"GSM
"
广州,020,1362282,中国移动,广东,510000,"GSM
"
广州,020,1362283,中国移动,广东,510000,"GSM
"
广州,020,1362284,中国移动,广东,510000,"GSM
"
广州,020,1362285,中国移动,广东,510000,"GSM
"
广州,020,1362286,中国移动,广东,510000,"GSM
"
广州,020,1362287,中国移动,广东,510000,"GSM
"
广州,020,1362288,中国移动,广东,510000,"GSM
"
广州,020,1362289,中国移动,广东,510000,"GSM
"
茂名,0668,1362290,中国移动,广东,525000,"GSM
"
阳江,0662,1362291,中国移动,广东,529500,"GSM
"
汕尾,0660,1362292,中国移动,广东,516600,"GSM
"
清远,0763,1362293,中国移动,广东,511500,"GSM
"
梅州,0753,1362294,中国移动,广东,514000,"GSM
"
梅州,0753,1362295,中国移动,广东,514000,"GSM
"
珠海,0756,1362296,中国移动,广东,519000,"GSM
"
梅州,0753,1362297,中国移动,广东,514000,"GSM
"
韶关,0751,1362298,中国移动,广东,521000,"GSM
"
惠州,0752,1362299,中国移动,广东,516000,"GSM
"
汕头,0754,1362300,中国移动,广东,515000,"GSM
"
汕头,0754,1362301,中国移动,广东,515000,"GSM
"
汕头,0754,1362302,中国移动,广东,515000,"GSM
"
汕头,0754,1362303,中国移动,广东,515000,"GSM
"
汕头,0754,1362304,中国移动,广东,515000,"GSM
"
汕头,0754,1362305,中国移动,广东,515000,"GSM
"
汕头,0754,1362306,中国移动,广东,515000,"GSM
"
阳江,0662,1362307,中国移动,广东,529500,"GSM
"
潮州,0768,1362308,中国移动,广东,521000,"GSM
"
潮州,0768,1362309,中国移动,广东,521000,"GSM
"
,,,,,,
,,,,,,
泉州,0595,1360070,中国移动,福建,362000,"GSM
"
泉州,0595,1360071,中国移动,福建,362000,"GSM
"
泉州,0595,1360072,中国移动,福建,362000,"GSM
"
泉州,0595,1360073,中国移动,福建,362000,"GSM
"
泉州,0595,1360074,中国移动,福建,362000,"GSM
"
泉州,0595,1360075,中国移动,福建,362000,"GSM
"
泉州,0595,1360076,中国移动,福建,362000,"GSM
"
泉州,0595,1360077,中国移动,福建,362000,"GSM
"
泉州,0595,1360078,中国移动,福建,362000,"GSM
"
泉州,0595,1360079,中国移动,福建,362000,"GSM
"
福州,0591,1360080,中国移动,福建,350000,"GSM
"
福州,0591,1360081,中国移动,福建,350000,"GSM
"
福州,0591,1360082,中国移动,福建,350000,"GSM
"
福州,0591,1360083,中国移动,福建,350000,"GSM
"
,,,,,,
兰州,0931,1360930,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360931,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360932,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360933,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360934,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360935,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360936,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360937,中国移动,甘肃,730000,"GSM
"
福州,0591,1360084,中国移动,福建,350000,"GSM
"
福州,0591,1360085,中国移动,福建,350000,"GSM
"
福州,0591,1360086,中国移动,福建,350000,"GSM
"
福州,0591,1360087,中国移动,福建,350000,"GSM
"
福州,0591,1360088,中国移动,福建,350000,"GSM
"
福州,0591,1360089,中国移动,福建,350000,"GSM
"
厦门,0592,1360090,中国移动,福建,361000,"GSM
"
厦门,0592,1360091,中国移动,福建,361000,"GSM
"
厦门,0592,1360092,中国移动,福建,361000,"GSM
"
厦门,0592,1360093,中国移动,福建,361000,"GSM
"
厦门,0592,1360094,中国移动,福建,361000,"GSM
"
厦门,0592,1360095,中国移动,福建,361000,"GSM
"
兰州,0931,1360938,中国移动,甘肃,730000,"GSM
"
兰州,0931,1360939,中国移动,甘肃,730000,"GSM
"
厦门,0592,1360096,中国移动,福建,361000,"GSM
"
厦门,0592,1360097,中国移动,福建,361000,"GSM
"
龙岩,0597,1360098,中国移动,福建,364000,"GSM
"
龙岩,0597,1360099,中国移动,福建,364000,"GSM
"
漳州,0596,1360500,中国移动,福建,363000,"GSM
"
漳州,0596,1360501,中国移动,福建,363000,"GSM
"
漳州,0596,1360502,中国移动,福建,363000,"GSM
"
漳州,0596,1360503,中国移动,福建,363000,"GSM
"
漳州,0596,1360504,中国移动,福建,363000,"GSM
"
漳州,0596,1360505,中国移动,福建,363000,"GSM
"
漳州,0596,1360506,中国移动,福建,363000,"GSM
"
,,,,,,
岳阳,0730,1360730,中国移动,湖南,414000,"GSM
"
长沙,0731,1360731,中国移动,湖南,410000,"GSM
"
湘潭,0732,1360732,中国移动,湖南,411100,"GSM
"
漳州,0596,1360507,中国移动,福建,363000,"GSM
"
漳州,0596,1360508,中国移动,福建,363000,"GSM
"
漳州,0596,1360509,中国移动,福建,363000,"GSM
"
龙岩,0597,1360590,中国移动,福建,364000,"GSM
"
龙岩,0597,1360591,中国移动,福建,364000,"GSM
"
龙岩,0597,1360592,中国移动,福建,364000,"GSM
"
龙岩,0597,1360593,中国移动,福建,364000,"GSM
"
福州,0591,1360594,中国移动,福建,350000,"GSM
"
福州,0591,1360595,中国移动,福建,350000,"GSM
"
三明,0598,1360596,中国移动,福建,365000,"GSM
"
三明,0598,1360597,中国移动,福建,365000,"GSM
"
三明,0598,1360598,中国移动,福建,365000,"GSM
"
株洲,0733,1360733,中国移动,湖南,412000,"GSM
"
衡阳,0734,1360734,中国移动,湖南,421000,"GSM
"
郴州,0735,1360735,中国移动,湖南,423000,"GSM
"
常德,0736,1360736,中国移动,湖南,415000,"GSM
"
益阳,0737,1360737,中国移动,湖南,413000,"GSM
"
娄底,0738,1360738,中国移动,湖南,417000,"GSM
"
邵阳,0739,1360739,中国移动,湖南,422000,"GSM
"
,,,,,,
武汉,027,1360710,中国移动,湖北,430000,"GSM
"
武汉,027,1360711,中国移动,湖北,430000,"GSM
"
武汉,027,1360712,中国移动,湖北,430000,"GSM
"
武汉,027,1360713,中国移动,湖北,430000,"GSM
"
武汉,027,1360714,中国移动,湖北,430000,"GSM
"
武汉,027,1360715,中国移动,湖北,430000,"GSM
"
武汉,027,1360716,中国移动,湖北,430000,"GSM
"
武汉,027,1360717,中国移动,湖北,430000,"GSM
"
武汉,027,1360718,中国移动,湖北,430000,"GSM
"
三明,0598,1360599,中国移动,福建,365000,"GSM
"
厦门,0592,1360600,中国移动,福建,361000,"GSM
"
厦门,0592,1360601,中国移动,福建,361000,"GSM
"
厦门,0592,1360602,中国移动,福建,361000,"GSM
"
厦门,0592,1360603,中国移动,福建,361000,"GSM
"
厦门,0592,1360604,中国移动,福建,361000,"GSM
"
厦门,0592,1360605,中国移动,福建,361000,"GSM
"
厦门,0592,1360606,中国移动,福建,361000,"GSM
"
厦门,0592,1360607,中国移动,福建,361000,"GSM
"
厦门,0592,1360608,中国移动,福建,361000,"GSM
"
,,,,,,
岳阳,0730,1360740,中国移动,湖南,414000,"GSM
"
怀化,0745,1360741,中国移动,湖南,418000,"GSM
"
株洲,0733,1360742,中国移动,湖南,412000,"GSM
"
长沙,0731,1360743,中国移动,湖南,410000,"GSM
"
长沙,0731,1360744,中国移动,湖南,410000,"GSM
"
怀化,0745,1360745,中国移动,湖南,418000,"GSM
"
永州,0746,1360746,中国移动,湖南,425000,"GSM
"
邵阳,0739,1360747,中国移动,湖南,422000,"GSM
"
长沙,0731,1360748,中国移动,湖南,410000,"GSM
"
长沙,0731,1360749,中国移动,湖南,410000,"GSM
"
武汉,027,1360719,中国移动,湖北,430000,"GSM
"
宜昌,0717,1360720,中国移动,湖北,443000,"GSM
"
荆州,0716,1360721,中国移动,湖北,434000,"GSM
"
武汉,027,1360722,中国移动,湖北,430000,"GSM
"
鄂州,0711,1360723,中国移动,湖北,436000,"GSM
"
恩施,0718,1360724,中国移动,湖北,445000,"GSM
"
黄冈,0713,1360725,中国移动,湖北,438000,"GSM
"
荆门,0724,1360726,中国移动,湖北,448000,"GSM
"
襄樊,0710,1360727,中国移动,湖北,441000,"GSM
"
随州,0722,1360728,中国移动,湖北,441300,"GSM
"
孝感,0712,1360729,中国移动,湖北,432000,"GSM
"
厦门,0592,1360609,中国移动,福建,361000,"GSM
"
厦门,0592,1360690,中国移动,福建,361000,"GSM
"
厦门,0592,1360691,中国移动,福建,361000,"GSM
"
厦门,0592,1360692,中国移动,福建,361000,"GSM
"
厦门,0592,1360693,中国移动,福建,361000,"GSM
"
厦门,0592,1360694,中国移动,福建,361000,"GSM
"
漳州,0596,1360695,中国移动,福建,363000,"GSM
"
漳州,0596,1360696,中国移动,福建,363000,"GSM
"
漳州,0596,1360697,中国移动,福建,363000,"GSM
"
漳州,0596,1360698,中国移动,福建,363000,"GSM
"
漳州,0596,1360699,中国移动,福建,363000,"GSM
"
,,,,,,
衢州,0570,1360050,中国移动,浙江,324000,"GSM
"
杭州,0571,1360051,中国移动,浙江,310000,"GSM
"
杭州,0571,1360052,中国移动,浙江,310000,"GSM
"
杭州,0571,1360053,中国移动,浙江,310000,"GSM
"
杭州,0571,1360054,中国移动,浙江,310000,"GSM
"
嘉兴,0573,1360055,中国移动,浙江,314000,"GSM
"
,,,,,,
邯郸,0310,1360310,中国移动,河北,56000,"GSM
"
石家庄,0311,1360311,中国移动,河北,50000,"GSM
"
保定,0312,1360312,中国移动,河北,71000,"GSM
"
张家口,0313,1360313,中国移动,河北,75000,"GSM
"
莆田,0594,1360750,中国移动,福建,351100,"GSM
"
莆田,0594,1360751,中国移动,福建,351100,"GSM
"
莆田,0594,1360752,中国移动,福建,351100,"GSM
"
莆田,0594,1360753,中国移动,福建,351100,"GSM
"
莆田,0594,1360754,中国移动,福建,351100,"GSM
"
漳州,0596,1360755,中国移动,福建,363000,"GSM
"
漳州,0596,1360756,中国移动,福建,363000,"GSM
"
漳州,0596,1360757,中国移动,福建,363000,"GSM
"
漳州,0596,1360758,中国移动,福建,363000,"GSM
"
漳州,0596,1360759,中国移动,福建,363000,"GSM
"
福州,0591,1360950,中国移动,福建,350000,"GSM
"
嘉兴,0573,1360056,中国移动,浙江,314000,"GSM
"
台州,0576,1360057,中国移动,浙江,318000,"GSM
"
台州,0576,1360058,中国移动,浙江,318000,"GSM
"
金华,0579,1360059,中国移动,浙江,321000,"GSM
"
丽水,0578,1360060,中国移动,浙江,323000,"GSM
"
宁波,0574,1360061,中国移动,浙江,315000,"GSM
"
宁波,0574,1360062,中国移动,浙江,315000,"GSM
"
绍兴,0575,1360063,中国移动,浙江,312000,"GSM
"
温州,0577,1360064,中国移动,浙江,325000,"GSM
"
温州,0577,1360065,中国移动,浙江,325000,"GSM
"
温州,0577,1360066,中国移动,浙江,325000,"GSM
"
,,,,,,
南京,025,1360140,中国移动,江苏,210000,"GSM
"
盐城,0515,1360141,中国移动,江苏,224000,"GSM
"
,,,,,,
南昌,0791,1360700,中国移动,江西,330000,"GSM
"
鹰潭,0701,1360701,中国移动,江西,335000,"GSM
"
九江,0792,1360702,中国移动,江西,332000,"GSM
"
上饶,0793,1360703,中国移动,江西,334000,"GSM
"
南昌,0791,1360704,中国移动,江西,330000,"GSM
"
宜春,0795,1360705,中国移动,江西,336000,"GSM
"
南昌,0791,1360706,中国移动,江西,330000,"GSM
"
赣州,0797,1360707,中国移动,江西,341000,"GSM
"
南昌,0791,1360708,中国移动,江西,330000,"GSM
"
承德,0314,1360314,中国移动,河北,67000,"GSM
"
唐山,0315,1360315,中国移动,河北,63000,"GSM
"
廊坊,0316,1360316,中国移动,河北,65000,"GSM
"
沧州,0317,1360317,中国移动,河北,61000,"GSM
"
衡水,0318,1360318,中国移动,河北,53000,"GSM
"
邢台,0319,1360319,中国移动,河北,54000,"GSM
"
邯郸,0310,1360320,中国移动,河北,56000,"GSM
"
石家庄,0311,1360321,中国移动,河北,50000,"GSM
"
保定,0312,1360322,中国移动,河北,71000,"GSM
"
秦皇岛,0335,1360323,中国移动,河北,66000,"GSM
"
保定,0312,1360324,中国移动,河北,71000,"GSM
"
福州,0591,1360951,中国移动,福建,350000,"GSM
"
福州,0591,1360952,中国移动,福建,350000,"GSM
"
福州,0591,1360953,中国移动,福建,350000,"GSM
"
福州,0591,1360954,中国移动,福建,350000,"GSM
"
福州,0591,1360955,中国移动,福建,350000,"GSM
"
福州,0591,1360956,中国移动,福建,350000,"GSM
"
福州,0591,1360957,中国移动,福建,350000,"GSM
"
