salary,area,age,sex,job,date,exper,company
3000-4000元,浙江金华金东,不限,不限,"
                        品质检验
            ",2017-10-18,不限,"
            浙江普莱得电器有限公司
            "
5000-6000元,浙江金华金东,不限,男,"
                        工艺工程师
            ",2017-10-18,三年以上,"
            浙江普莱得电器有限公司
            "
3000-4000元,浙江金华婺城区,24岁-36岁,女,"
                        制单员
            ",2017-10-18,一年以上,"
            杭州南旭商贸有限公司金华分公司
            "
3000-4000元,浙江金华婺城区,28岁-40岁,男,"
                        司机
            ",2017-10-18,三年以上,"
            杭州南旭商贸有限公司金华分公司
            "
3000-4000元,浙江金华婺城区,22岁-40岁,女,"
                        采购
            ",2017-10-18,不限,"
            杭州南旭商贸有限公司金华分公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        平车工/缝纫工
            ",2017-10-18,二年以上,"
            金华暄美电子商务有限公司
            "
8000-10000元,浙江金华,30岁-45岁,不限,"
                        外贸经理
            ",2017-10-18,五年以上,"
            浙江卡盟人力资源有限公司
            "
10000-15000元,浙江金华金东,30岁-45岁,不限,"
                        采购经理
            ",2017-10-18,五年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华金东,30岁-45岁,不限,"
                        品质主管
            ",2017-10-18,四年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华,28岁-40岁,男,"
                        风控经理
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
10000-15000元,浙江金华婺城区,35岁-47岁,男,"
                        工程总监
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
4000-5000元,浙江金华,24岁-45岁,男,"
                        电站运维
            ",2017-10-18,二年以上,"
            浙江中工新能源科技有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
4000-5000元,浙江金华金东,18岁-35岁,不限,"
                        生产工
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
4000-5000元,浙江金华,不限,不限,"
                        跟单员
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
3000-4000元,浙江金华婺城区,20岁-35岁,男,"
                        设备管理员
            ",2017-10-18,不限,"
            金华市高亚天然气有限公司
            "
10000-15000元,浙江金华金东,30岁-45岁,不限,"
                        采购经理
            ",2017-10-18,五年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华金东,30岁-45岁,不限,"
                        品质主管
            ",2017-10-18,四年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华金东,28岁-43岁,不限,"
                        仓库主管
            ",2017-10-18,四年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华,28岁-40岁,男,"
                        风控经理
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
10000-15000元,浙江金华婺城区,35岁-47岁,男,"
                        工程总监
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
4000-5000元,浙江金华,24岁-45岁,男,"
                        电站运维
            ",2017-10-18,二年以上,"
            浙江中工新能源科技有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
4000-5000元,浙江金华金东,18岁-35岁,不限,"
                        生产工
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
4000-5000元,浙江金华,不限,不限,"
                        跟单员
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
3000-4000元,浙江金华婺城区,20岁-35岁,男,"
                        设备管理员
            ",2017-10-18,不限,"
            金华市高亚天然气有限公司
            "
3000-4000元,浙江金华,20岁-35岁,男,"
                        运行工
            ",2017-10-18,不限,"
            金华市高亚天然气有限公司
            "
（面谈）元,浙江金华义乌市,18岁-25岁,男,"
                        打印机维修学徒
            ",2017-10-18,不限,"
            义乌佳龙办公设备经营部
            "
（面谈）元,浙江金华义乌市,不限,男,"
                        电脑技术员
            ",2017-10-18,二年以上,"
            义乌佳龙办公设备经营部
            "
3000-4000元,浙江金华义乌市,20岁-27岁,男,"
                        复印机维修员
            ",2017-10-18,一年以上,"
            义乌佳龙办公设备经营部
            "
6000-8000元,浙江金华,20岁-30岁,不限,"
                        百度营销顾问
            ",2017-10-18,不限,"
            金华市激石信息技术有限公司
            "
（面谈）元,浙江金华,22岁以上,不限,"
                        销售经理
            ",2017-10-18,二年以上,"
            金华市激石信息技术有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        营销总监
            ",2017-10-18,不限,"
            金华市激石信息技术有限公司
            "
3000-4000元,浙江金华,18岁-40岁,不限,"
                        收银员
            ",2017-10-18,不限,"
            浙江胡膳房餐饮管理有限公司
            "
3000-4000元,浙江金华婺城区,20岁-40岁,不限,"
                        店助（储备店长）
            ",2017-10-18,不限,"
            浙江胡膳房餐饮管理有限公司
            "
6000-8000元,浙江金华婺城区,25岁-45岁,不限,"
                        店长
            ",2017-10-18,三年以上,"
            浙江胡膳房餐饮管理有限公司
            "
4000-5000元,浙江金华兰溪市,20岁-30岁,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江贝恩科保健器材有限公司
            "
4000-5000元,浙江金华兰溪市,不限,不限,"
                        销售部业务员（内销）
            ",2017-10-18,不限,"
            浙江贝恩科保健器材有限公司
            "
4000-5000元,浙江金华兰溪市,30岁-35岁,男,"
                        车间主管
            ",2017-10-18,二年以上,"
            浙江贝恩科保健器材有限公司
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        市场推广
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        技术客服
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        电话销售
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
3000-4000元,浙江金华金东,不限,男,"
                        仓管员
            ",2017-10-18,一年以上,"
            浙江普莱得电器有限公司
            "
3000-4000元,浙江金华金东,不限,不限,"
                        品质检验
            ",2017-10-18,不限,"
            浙江普莱得电器有限公司
            "
5000-6000元,浙江金华金东,不限,男,"
                        工艺工程师
            ",2017-10-18,三年以上,"
            浙江普莱得电器有限公司
            "
3000-4000元,浙江金华婺城区,24岁-36岁,女,"
                        制单员
            ",2017-10-18,一年以上,"
            杭州南旭商贸有限公司金华分公司
            "
3000-4000元,浙江金华婺城区,28岁-40岁,男,"
                        司机
            ",2017-10-18,三年以上,"
            杭州南旭商贸有限公司金华分公司
            "
3000-4000元,浙江金华婺城区,22岁-40岁,女,"
                        采购
            ",2017-10-18,不限,"
            杭州南旭商贸有限公司金华分公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        平车工/缝纫工
            ",2017-10-18,二年以上,"
            金华暄美电子商务有限公司
            "
8000-10000元,浙江金华,30岁-45岁,不限,"
                        外贸经理
            ",2017-10-18,五年以上,"
            浙江卡盟人力资源有限公司
            "
10000-15000元,浙江金华金东,30岁-45岁,不限,"
                        采购经理
            ",2017-10-18,五年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华金东,30岁-45岁,不限,"
                        品质主管
            ",2017-10-18,四年以上,"
            浙江卡盟人力资源有限公司
            "
6000-8000元,浙江金华,28岁-40岁,男,"
                        风控经理
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
10000-15000元,浙江金华婺城区,35岁-47岁,男,"
                        工程总监
            ",2017-10-18,三年以上,"
            浙江中工新能源科技有限公司
            "
4000-5000元,浙江金华,24岁-45岁,男,"
                        电站运维
            ",2017-10-18,二年以上,"
            浙江中工新能源科技有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            香港唐厨实业有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        仓管员
            ",2017-10-18,一年以上,"
            浙江金汤机床有限公司
            "
2000-3000元,浙江金华婺城区,30岁-60岁,女,"
                        清洁工
            ",2017-10-18,不限,"
            浙江金华威达日化包装实业有限公司
            "
3000-4000元,浙江金华婺城区,20岁-32岁,不限,"
                        电工学徒
            ",2017-10-18,三年以上,"
            浙江金华威达日化包装实业有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江金华威达日化包装实业有限公司
            "
（面谈）元,浙江金华义乌市,不限,不限,"
                        学前教育老师
            ",2017-10-18,不限,"
            义乌市稠江龙竹林儿童感觉统合教育中
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        装配工
            ",2017-10-18,不限,"
            浙江大象电动工具有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        仓管
            ",2017-10-18,不限,"
            浙江大象电动工具有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        质检员
            ",2017-10-18,三年以上,"
            浙江大象电动工具有限公司
            "
6000-8000元,浙江金华婺城区,不限,不限,"
                        室内设计师
            ",2017-10-18,一年以上,"
            金华市午言装饰工程有限公司
            "
6000-8000元,浙江金华婺城区,不限,不限,"
                        市场营销
            ",2017-10-18,不限,"
            金华市午言装饰工程有限公司
            "
6000-8000元,浙江金华婺城区,不限,不限,"
                        客户经理
            ",2017-10-18,不限,"
            金华市午言装饰工程有限公司
            "
4000-5000元,浙江金华兰溪市,20岁-30岁,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江贝恩科保健器材有限公司
            "
4000-5000元,浙江金华兰溪市,不限,不限,"
                        销售部业务员（内销）
            ",2017-10-18,不限,"
            浙江贝恩科保健器材有限公司
            "
4000-5000元,浙江金华兰溪市,30岁-35岁,男,"
                        车间主管
            ",2017-10-18,二年以上,"
            浙江贝恩科保健器材有限公司
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        市场推广
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        技术客服
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        电话销售
            ",2017-10-18,不限,"
            苏州益萃网络科技有限公司
            "
3000-4000元,浙江金华金东,不限,男,"
                        仓管员
            ",2017-10-18,一年以上,"
            浙江普莱得电器有限公司
            "
3000-4000元,浙江金华金东,不限,不限,"
                        品质检验
            ",2017-10-18,不限,"
            浙江普莱得电器有限公司
            "
5000-6000元,浙江金华金东,不限,男,"
                        工艺工程师
            ",2017-10-18,三年以上,"
            浙江普莱得电器有限公司
            "
3000-4000元,浙江金华义乌市,不限,不限,"
                        前台
            ",2017-10-18,不限,"
            义乌市露祺舞蹈培训服务部
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        绘画老师
            ",2017-10-18,不限,"
            义乌市北苑翰文校外教育辅导站
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        总经理
            ",2017-10-18,一年以上,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        销售经理
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
3000-4000元,浙江金华义乌市,18岁-35岁,女,"
                        外贸专员/接单助理
            ",2017-10-18,不限,"
            义乌市国赢进出口有限公司
            "
（面谈）元,浙江金华婺城区,18岁-40岁,男,"
                        数控机床操作工学徒
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,女,"
                        办公室文员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
6000-8000元,浙江金华婺城区,22岁以上,不限,"
                        业务员
            ",2017-10-18,不限,"
            浙江金华中泰科技有限公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        国际快递操作员
            ",2017-10-18,一年以上,"
            浙江商友国际货运代理有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        导购
            ",2017-10-18,不限,"
            Mini Peace太平鸟童装
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        技术员
            ",2017-10-18,不限,"
            金华市婺城区金远模具机械厂
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        高速冲床
            ",2017-10-18,不限,"
            浙江金汤机床有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        钣金折弯工
            ",2017-10-18,不限,"
            浙江金汤机床有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        主办会计
            ",2017-10-18,三年以上,"
            浙江金汤机床有限公司
            "
6000-8000元,浙江金华义乌市,20岁-30岁,男,"
                        货代业务员/销售员
            ",2017-10-18,一年以上,"
            浙江商友国际货运代理有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        业务员
            ",2017-10-18,不限,"
            金华市婺城区金远模具机械厂
            "
2000-3000元,浙江金华婺城区,30岁-60岁,女,"
                        清洁工
            ",2017-10-18,不限,"
            浙江金华威达日化包装实业有限公司
            "
3000-4000元,浙江金华婺城区,20岁-32岁,不限,"
                        电工学徒
            ",2017-10-18,三年以上,"
            浙江金华威达日化包装实业有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            浙江金华威达日化包装实业有限公司
            "
4000-5000元,浙江金华婺城区,28岁-40岁,女,"
                        会计
            ",2017-10-18,三年以上,"
            浙江鑫福一生网络科技有限公司
            "
3000-4000元,浙江金华,25岁-50岁,不限,"
                        收银
            ",2017-10-18,一年以上,"
            浙江鑫福一生网络科技有限公司
            "
3000-4000元,浙江金华,25岁-50岁,不限,"
                        营业员
            ",2017-10-18,一年以上,"
            浙江鑫福一生网络科技有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        医学检验师
            ",2017-10-18,一年以上,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        投标专员
            ",2017-10-18,一年以上,"
            浙江华正检测有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        结构检测员
            ",2017-10-18,不限,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华,23岁以上,男,"
                        售后服务
            ",2017-10-18,不限,"
            上海连成(集团)有限公司金华办事处
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        操作工（快递）
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        客服
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
15000-20000元,浙江金华金东,不限,不限,"
                        董事长秘书
            ",2017-10-18,五年以上,"
            浙江日福莱农业科技有限公司
            "
4000-5000元,浙江金华金东,不限,不限,"
                        销售员
            ",2017-10-18,不限,"
            浙江日福莱农业科技有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        餐厅收银
            ",2017-10-18,不限,"
            浙江日福莱农业科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        舞蹈老师
            ",2017-10-18,一年以上,"
            义乌市露祺舞蹈培训服务部
            "
3000-4000元,浙江金华义乌市,不限,不限,"
                        前台
            ",2017-10-18,不限,"
            义乌市露祺舞蹈培训服务部
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        绘画老师
            ",2017-10-18,不限,"
            义乌市北苑翰文校外教育辅导站
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        总经理
            ",2017-10-18,一年以上,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        销售经理
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
3000-4000元,浙江金华义乌市,18岁-35岁,女,"
                        外贸专员/接单助理
            ",2017-10-18,不限,"
            义乌市国赢进出口有限公司
            "
（面谈）元,浙江金华金东,18岁-45岁,不限,"
                        手机APP维护员
            ",2017-10-18,一年以上,"
            浙江金华融匠金融服务外包有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        营运专员
            ",2017-10-18,五年以上,"
            浙江鑫福一生网络科技有限公司
            "
5000-6000元,浙江金华,20岁-50岁,不限,"
                        店长
            ",2017-10-18,三年以上,"
            浙江鑫福一生网络科技有限公司
            "
3000-4000元,浙江金华,20岁-50岁,不限,"
                        储备店长
            ",2017-10-18,二年以上,"
            浙江鑫福一生网络科技有限公司
            "
2000-3000元,浙江金华,不限,不限,"
                        财务文员
            ",2017-10-18,不限,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        桩基检测员
            ",2017-10-18,不限,"
            浙江华正检测有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        医学检验师
            ",2017-10-18,一年以上,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华,23岁以上,男,"
                        售后服务
            ",2017-10-18,不限,"
            上海连成(集团)有限公司金华办事处
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        操作工（快递）
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        客服
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
15000-20000元,浙江金华金东,不限,不限,"
                        董事长秘书
            ",2017-10-18,五年以上,"
            浙江日福莱农业科技有限公司
            "
4000-5000元,浙江金华金东,不限,不限,"
                        销售员
            ",2017-10-18,不限,"
            浙江日福莱农业科技有限公司
            "
2000-3000元,浙江金华金东,不限,不限,"
                        餐厅收银
            ",2017-10-18,不限,"
            浙江日福莱农业科技有限公司
            "
5000-6000元,浙江金华义乌市,不限,不限,"
                        舞蹈老师
            ",2017-10-18,一年以上,"
            义乌市露祺舞蹈培训服务部
            "
3000-4000元,浙江金华义乌市,不限,不限,"
                        前台
            ",2017-10-18,不限,"
            义乌市露祺舞蹈培训服务部
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        绘画老师
            ",2017-10-18,不限,"
            义乌市北苑翰文校外教育辅导站
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        总经理
            ",2017-10-18,一年以上,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        销售经理
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
（面谈）元,浙江金华永康市,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            永康市爱菲钻石商行
            "
3000-4000元,浙江金华义乌市,18岁-35岁,女,"
                        外贸专员/接单助理
            ",2017-10-18,不限,"
            义乌市国赢进出口有限公司
            "
（面谈）元,浙江金华金东,18岁-45岁,不限,"
                        手机APP维护员
            ",2017-10-18,一年以上,"
            浙江金华融匠金融服务外包有限公司
            "
（面谈）元,浙江金华,不限,男,"
                        土建监理实习生
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
（面谈）元,浙江金华,22岁-55岁,男,"
                        市政监理员
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        监理工程师
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
3000-4000元,浙江金华兰溪市,20岁-45岁,不限,"
                        仓管员
            ",2017-10-18,不限,"
            浙江百特厨具有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        运营助理
            ",2017-10-18,不限,"
            金华风行天下电子商务有限公司
            "
10000-15000元,浙江金华婺城区,不限,不限,"
                        亚马逊运营经理
            ",2017-10-18,五年以上,"
            金华风行天下电子商务有限公司
            "
（面谈）元,浙江金华婺城区,27岁-38岁,不限,"
                        会计
            ",2017-10-18,五年以上,"
            金华风行天下电子商务有限公司
            "
（面谈）元,浙江金华兰溪市,不限,男,"
                        外贸业务经理
            ",2017-10-18,三年以上,"
            浙江百特厨具有限公司
            "
3000-4000元,浙江金华兰溪市,22岁-35岁,不限,"
                        外贸单证员
            ",2017-10-18,三年以上,"
            浙江百特厨具有限公司
            "
4000-5000元,浙江金华婺城区,22岁-32岁,不限,"
                        平面设计
            ",2017-10-18,一年以上,"
            金华汉唐文化创意有限公司
            "
（面谈）元,浙江金华婺城区,18岁-35岁,女,"
                        美容美体
            ",2017-10-18,一年以上,"
            浙江鑫福一生网络科技有限公司
            "
1000-2000元,浙江金华,18岁-30岁,女,"
                        美容助理/学徒
            ",2017-10-18,不限,"
            浙江鑫福一生网络科技有限公司
            "
3000-4000元,浙江金华,不限,不限,"
                        运营推广专员
            ",2017-10-18,一年以上,"
            浙江鑫福一生网络科技有限公司
            "
（面谈）元,浙江金华,不限,女,"
                        行政文员
            ",2017-10-18,一年以上,"
            浙江牧林装饰工程有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        消防检测员
            ",2017-10-18,不限,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华金东,不限,不限,"
                        会计
            ",2017-10-18,三年以上,"
            浙江华正检测有限公司
            "
（面谈）元,浙江金华金东,不限,不限,"
                        监控值班员
            ",2017-10-18,不限,"
            浙江华正检测有限公司
            "
3000-4000元,浙江金华,23岁以上,男,"
                        售后服务
            ",2017-10-18,不限,"
            上海连成(集团)有限公司金华办事处
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        操作工（快递）
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        客服
            ",2017-10-18,不限,"
            韵达快递凌云公司
            "
15000-20000元,浙江金华金东,不限,不限,"
                        董事长秘书
            ",2017-10-18,五年以上,"
            浙江日福莱农业科技有限公司
            "
3000-4000元,浙江金华婺城区,20岁-30岁,女,"
                        文员
            ",2017-10-18,一年以上,"
            金华捷士达科技有限公司
            "
3000-4000元,浙江金华,22岁-35岁,男,"
                        网络工程师
            ",2017-10-18,不限,"
            金华合创科技有限公司
            "
2000-3000元,浙江金华,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            金华合创科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,男,"
                        技术员
            ",2017-10-18,三年以上,"
            金华合创科技有限公司
            "
3000-4000元,浙江金华东阳市,不限,不限,"
                        学徒工
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
4000-5000元,浙江金华金东,24岁-35岁,男,"
                        外贸业务员
            ",2017-10-18,二年以上,"
            浙江天宁合金材料有限公司
            "
（面谈）元,浙江金华,25岁-55岁,不限,"
                        涂装工艺工程师
            ",2017-10-18,五年以上,"
            金华东联机电科技有限公司
            "
3000-4000元,浙江金华东阳市,不限,不限,"
                        总经办文员
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
6000-8000元,浙江金华东阳市,不限,不限,"
                        办公室主任
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
2000-3000元,浙江金华婺城区,不限,不限,"
                        园林设计师助理
            ",2017-10-18,不限,"
            金华市嘉隆建设设备有限公司
            "
8000-10000元,浙江金华婺城区,不限,不限,"
                        施工员
            ",2017-10-18,不限,"
            金华市嘉隆建设设备有限公司
            "
5000-6000元,浙江金华,不限,不限,"
                        园林设计
            ",2017-10-18,不限,"
            金华市嘉隆建设设备有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        招投标负责人
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
（面谈）元,浙江金华,不限,男,"
                        土建监理实习生
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
（面谈）元,浙江金华,22岁-55岁,男,"
                        市政监理员
            ",2017-10-18,不限,"
            杭州金源建设项目管理有限公司
            "
3000-4000元,浙江金华兰溪市,20岁-45岁,不限,"
                        仓管员
            ",2017-10-18,不限,"
            浙江百特厨具有限公司
            "
3000-4000元,浙江金华婺城区,不限,不限,"
                        运营助理
            ",2017-10-18,不限,"
            金华风行天下电子商务有限公司
            "
2000-3000元,浙江金华金东,19岁-35岁,不限,"
                        销售内勤
            ",2017-10-18,不限,"
            浙江天宁合金材料有限公司
            "
3000-4000元,浙江金华,19岁-35岁,男,"
                        线缆技术工
            ",2017-10-18,不限,"
            浙江天宁合金材料有限公司
            "
6000-8000元,浙江金华婺城区,不限,不限,"
                        实地验证专员
            ",2017-10-18,不限,"
            上海信而富企业管理有限公司金华分公
            "
（面谈）元,浙江宁波,不限,不限,"
                        营销员
            ",2017-10-18,一年以上,"
            浙江楚祥物联网科技有限公司
            "
（面谈）元,浙江宁波,25岁-35岁,女,"
                        前台
            ",2017-10-18,不限,"
            浙江楚祥物联网科技有限公司
            "
4000-5000元,浙江金华婺城区,不限,不限,"
                        工程管理人员
            ",2017-10-18,三年以上,"
            浙江楚祥物联网科技有限公司
            "
4000-5000元,浙江金华婺城区,20岁-30岁,女,"
                        外贸助理
            ",2017-10-18,一年以上,"
            金华捷士达科技有限公司
            "
（面谈）元,浙江金华,不限,不限,"
                        预算员
            ",2017-10-18,二年以上,"
            浙江牧林装饰工程有限公司
            "
（面谈）元,浙江金华,不限,女,"
                        行政文员
            ",2017-10-18,一年以上,"
            浙江牧林装饰工程有限公司
            "
3000-4000元,浙江金华婺城区,20岁-30岁,女,"
                        文员
            ",2017-10-18,一年以上,"
            金华捷士达科技有限公司
            "
3000-4000元,浙江金华,22岁-35岁,男,"
                        网络工程师
            ",2017-10-18,不限,"
            金华合创科技有限公司
            "
（面谈）元,浙江金华,25岁-40岁,不限,"
                        标准化工程师
            ",2017-10-18,三年以上,"
            金华东联机电科技有限公司
            "
（面谈）元,浙江金华,25岁-55岁,不限,"
                        焊装工艺主管工程师
            ",2017-10-18,五年以上,"
            金华东联机电科技有限公司
            "
（面谈）元,浙江金华金东,不限,不限,"
                        行政人事主管
            ",2017-10-18,三年以上,"
            金华市海洋包装有限公司
            "
5000-6000元,浙江金华金东,25岁-45岁,不限,"
                        包装车间主任
            ",2017-10-18,一年以上,"
            金华市海洋包装有限公司
            "
3000-4000元,浙江金华金东,20岁-40岁,不限,"
                        采购助理
            ",2017-10-18,一年以上,"
            金华市海洋包装有限公司
            "
10000-15000元,浙江金华婺城区,不限,不限,"
                        亚马逊运营经理
            ",2017-10-18,五年以上,"
            金华风行天下电子商务有限公司
            "
（面谈）元,浙江金华婺城区,27岁-38岁,不限,"
                        会计
            ",2017-10-18,五年以上,"
            金华风行天下电子商务有限公司
            "
（面谈）元,浙江金华兰溪市,不限,男,"
                        外贸业务经理
            ",2017-10-18,三年以上,"
            浙江百特厨具有限公司
            "
3000-4000元,浙江金华兰溪市,22岁-35岁,不限,"
                        外贸单证员
            ",2017-10-18,三年以上,"
            浙江百特厨具有限公司
            "
2000-3000元,浙江金华,不限,不限,"
                        销售
            ",2017-10-18,不限,"
            金华合创科技有限公司
            "
3000-4000元,浙江金华婺城区,不限,男,"
                        技术员
            ",2017-10-18,三年以上,"
            金华合创科技有限公司
            "
3000-4000元,浙江金华东阳市,不限,不限,"
                        学徒工
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
3000-4000元,浙江金华东阳市,不限,不限,"
                        总经办文员
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
6000-8000元,浙江金华东阳市,不限,不限,"
                        办公室主任
            ",2017-10-18,不限,"
            浙江英洛华装备制造有限公司
            "
2000-3000元,浙江金华婺城区,不限,不限,"
                        园林设计师助理
            ",2017-10-18,不限,"
            金华市嘉隆建设设备有限公司
            "
3000-4000元,浙江金华义乌市,18岁以上,不限,"
                        档案数字化（不会可学）
            ",2017-10-18,不限,"
            浙江省档案事务所
            "
3000-4000元,浙江金华义乌市,18岁以上,不限,"
                        档案扫描员（新手可学）
            ",2017-10-18,不限,"
            浙江省档案事务所
            "
3000-4000元,浙江金华金东,20岁-35岁,不限,"
                        检测员
            ",2017-10-18,不限,"
            浙江天宁合金材料有限公司
            "
4000-5000元,浙江金华金东,24岁-35岁,男,"
                        外贸业务员
            ",2017-10-18,二年以上,"
            浙江天宁合金材料有限公司
            "
